station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
16,2013-11-04,42.0,22.0,32.0,-13.0,18.0,27.0,33.0,0.0,624.0,1634.0,0.0,0.0,30.46,30.6,4.2,1.0,5.1
17,2013-11-04,67.0,53.0,60.0,-13.0,50.0,54.0,5.0,0.0,624.0,1634.0,0.0,0.0,29.36,30.06,11.0,17.0,11.2
18,2013-11-04,62.0,56.0,59.0,-2.0,53.0,56.0,6.0,0.0,648.0,1734.0,0.0,0.53,29.53,30.06,10.8,14.0,11.3
19,2013-11-04,54.0,46.0,50.0,7.0,40.0,45.0,15.0,0.0,630.0,1640.0,0.0,0.0,29.41,30.18,13.9,17.0,14.5
20,2013-11-04,61.0,53.0,57.0,7.0,53.0,55.0,8.0,0.0,630.0,1640.0,0.0,0.69,29.33,30.05,8.2,13.0,8.6
1,2013-11-05,51.0,25.0,38.0,7.0,25.0,34.0,27.0,0.0,630.0,1640.0,0.0,0.0,30.5,30.65,1.0,20.0,1.6
2,2013-11-05,48.0,27.0,38.0,-5.0,26.0,33.0,27.0,0.0,625.0,1637.0,0.0,0.0,29.5,30.63,4.4,21.0,5.2
3,2013-11-05,65.0,56.0,61.0,7.0,56.0,57.0,4.0,0.0,650.0,1724.0,0.0,1.0,29.25,29.98,11.8,16.0,13.2
4,2013-11-05,80.0,66.0,73.0,8.0,66.0,68.0,0.0,8.0,648.0,1741.0,0.0,0.01,29.28,29.97,4.0,15.0,6.0
5,2013-11-05,80.0,66.0,73.0,8.0,25.0,68.0,0.0,8.0,622.0,1634.0,0.0,0.01,29.28,30.65,2.4,22.0,6.0
6,2013-11-05,81.0,65.0,73.0,11.0,67.0,68.0,0.0,8.0,648.0,1741.0,0.0,0.01,29.44,29.96,5.8,15.0,5.9
7,2013-11-05,66.0,46.0,56.0,11.0,56.0,58.0,9.0,0.0,648.0,1741.0,0.0,0.5,28.59,29.94,11.2,17.0,16.1
8,2013-11-05,78.0,69.0,74.0,11.0,68.0,70.0,0.0,9.0,648.0,1741.0,0.0,0.01,29.62,29.94,6.3,14.0,6.2
9,2013-11-05,46.0,28.0,37.0,11.0,30.0,70.0,28.0,0.0,648.0,1741.0,0.0,0.14,29.38,30.16,4.1,36.0,4.3
10,2013-11-05,72.0,64.0,68.0,11.0,64.0,65.0,0.0,3.0,644.0,1737.0,0.0,0.02,30.2,30.22,18.3,2.0,18.6
11,2013-11-05,70.0,58.0,64.0,0.0,61.0,62.0,1.0,0.0,644.0,1736.0,0.0,0.18,30.22,30.25,13.9,3.0,14.2
12,2013-11-05,72.0,65.0,69.0,0.0,64.0,66.0,0.0,4.0,644.0,1736.0,0.0,0.13,30.19,30.23,13.3,3.0,13.5
13,2013-11-05,40.0,17.0,29.0,0.0,14.0,25.0,36.0,0.0,644.0,1736.0,0.0,0.0,24.24,30.1,3.8,36.0,8.7
14,2013-11-05,66.0,47.0,57.0,4.0,57.0,58.0,8.0,0.0,656.0,1732.0,0.0,0.4,28.58,29.94,9.9,17.0,15.5
15,2013-11-05,48.0,19.0,34.0,-7.0,23.0,28.0,31.0,0.0,626.0,1633.0,0.0,0.0,30.26,30.63,0.9,17.0,1.2
16,2013-11-05,47.0,38.0,34.0,-7.0,27.0,33.0,31.0,0.0,626.0,1633.0,0.0,0.0,30.26,30.63,1.1,18.0,1.2
17,2013-11-05,68.0,57.0,63.0,-7.0,58.0,59.0,2.0,0.0,626.0,1633.0,0.0,0.7,29.31,30.01,8.1,17.0,8.6
18,2013-11-05,72.0,62.0,67.0,7.0,62.0,64.0,0.0,2.0,649.0,1733.0,0.0,0.24,29.46,29.98,12.4,15.0,13.0
19,2013-11-05,56.0,48.0,52.0,9.0,46.0,49.0,13.0,0.0,631.0,1639.0,0.0,0.01,29.36,30.15,6.9,17.0,7.5
20,2013-11-05,71.0,61.0,66.0,9.0,63.0,64.0,0.0,1.0,631.0,1639.0,0.0,0.23,29.26,29.98,9.0,14.0,9.9
1,2013-11-06,62.0,40.0,51.0,9.0,38.0,45.0,14.0,0.0,631.0,1639.0,0.0,0.0,30.19,30.3,8.0,21.0,8.2
2,2013-11-06,57.0,39.0,48.0,5.0,40.0,44.0,17.0,0.0,627.0,1635.0,0.0,0.0,29.23,30.3,12.5,22.0,12.6
3,2013-11-06,61.0,34.0,48.0,5.0,37.0,42.0,17.0,0.0,651.0,1723.0,0.0,0.27,29.53,30.23,10.3,34.0,10.7
4,2013-11-06,72.0,52.0,62.0,-3.0,53.0,57.0,3.0,0.0,649.0,1740.0,0.0,0.33,29.49,30.16,4.4,35.0,5.2
5,2013-11-06,72.0,52.0,62.0,-3.0,42.0,57.0,3.0,0.0,623.0,1633.0,0.0,0.33,29.49,30.16,15.1,20.0,5.2
6,2013-11-06,72.0,50.0,61.0,-1.0,55.0,58.0,4.0,0.0,649.0,1740.0,0.0,0.69,29.66,30.15,6.9,35.0,8.5
7,2013-11-06,54.0,33.0,44.0,-1.0,55.0,58.0,21.0,0.0,649.0,1740.0,0.0,0.02,28.9,30.27,9.9,35.0,10.3
8,2013-11-06,74.0,55.0,65.0,-1.0,55.0,58.0,0.0,0.0,649.0,1740.0,0.0,0.01,29.77,30.27,5.6,36.0,5.5
9,2013-11-06,42.0,31.0,37.0,-1.0,26.0,31.0,28.0,0.0,649.0,1740.0,0.0,0.01,29.34,30.12,8.5,31.0,10.0
10,2013-11-06,79.0,67.0,73.0,-1.0,66.0,68.0,0.0,8.0,645.0,1736.0,0.0,0.01,30.12,30.13,10.0,2.0,10.5
11,2013-11-06,78.0,64.0,71.0,7.0,66.0,67.0,0.0,6.0,645.0,1736.0,0.0,0.01,30.11,30.14,9.0,3.0,9.5
12,2013-11-06,80.0,67.0,74.0,7.0,66.0,68.0,0.0,9.0,645.0,1736.0,0.0,0.02,30.11,30.14,6.9,2.0,7.2
13,2013-11-06,50.0,17.0,34.0,7.0,11.0,27.0,31.0,0.0,645.0,1736.0,0.0,0.0,24.39,30.28,2.9,30.0,8.3
14,2013-11-06,55.0,34.0,45.0,-8.0,36.0,41.0,20.0,0.0,657.0,1731.0,0.0,0.03,28.89,30.25,13.3,34.0,13.5
15,2013-11-06,62.0,32.0,47.0,6.0,37.0,42.0,18.0,0.0,627.0,1632.0,0.0,0.0,29.93,30.27,4.3,18.0,4.6
16,2013-11-06,61.0,38.0,50.0,6.0,40.0,46.0,15.0,0.0,627.0,1632.0,0.0,0.0,30.22,30.25,7.3,19.0,7.5
17,2013-11-06,62.0,35.0,50.0,6.0,39.0,43.0,15.0,0.0,627.0,1632.0,0.0,0.21,29.6,30.26,5.7,35.0,6.2
18,2013-11-06,73.0,45.0,59.0,-1.0,46.0,51.0,6.0,0.0,649.0,1732.0,0.0,0.19,29.71,30.19,9.5,33.0,12.1
19,2013-11-06,57.0,34.0,46.0,3.0,41.0,44.0,19.0,0.0,632.0,1638.0,0.0,0.36,29.2,29.93,9.1,26.0,13.4
20,2013-11-06,72.0,45.0,59.0,3.0,47.0,51.0,6.0,0.0,632.0,1638.0,0.0,0.11,29.51,30.18,9.5,33.0,11.1
1,2013-11-07,66.0,40.0,53.0,3.0,47.0,51.0,12.0,0.0,632.0,1638.0,0.0,0.11,29.66,29.81,6.3,25.0,8.9
2,2013-11-07,60.0,36.0,48.0,5.0,45.0,47.0,17.0,0.0,628.0,1634.0,0.0,0.13,28.74,29.82,12.4,25.0,15.0
3,2013-11-07,66.0,30.0,48.0,-5.0,34.0,42.0,17.0,0.0,652.0,1722.0,0.0,0.0,29.65,30.37,2.2,18.0,2.6
4,2013-11-07,65.0,42.0,54.0,-10.0,38.0,47.0,11.0,0.0,650.0,1739.0,0.0,0.0,29.7,30.4,3.6,1.0,5.0
5,2013-11-07,65.0,42.0,54.0,-10.0,49.0,47.0,11.0,0.0,625.0,1631.0,0.0,0.0,29.7,29.83,12.0,24.0,5.0
6,2013-11-07,64.0,42.0,53.0,-9.0,41.0,47.0,12.0,0.0,649.0,1739.0,0.0,0.0,29.87,30.39,10.1,1.0,10.4
7,2013-11-07,65.0,32.0,49.0,-9.0,32.0,41.0,16.0,0.0,649.0,1739.0,0.0,0.0,29.0,30.4,5.5,23.0,6.0
8,2013-11-07,65.0,49.0,57.0,-9.0,43.0,51.0,8.0,0.0,649.0,1739.0,0.0,0.0,30.01,30.4,6.0,1.0,6.4
9,2013-11-07,37.0,25.0,31.0,-9.0,26.0,29.0,34.0,0.0,649.0,1739.0,0.0,0.0,29.44,30.23,3.3,25.0,3.7
10,2013-11-07,81.0,68.0,75.0,-9.0,65.0,67.0,0.0,10.0,646.0,1735.0,0.0,0.0,30.01,30.03,5.8,34.0,6.2
11,2013-11-07,82.0,66.0,74.0,10.0,65.0,67.0,0.0,9.0,646.0,1735.0,0.0,0.0,29.99,30.03,4.1,32.0,4.6
12,2013-11-07,80.0,67.0,74.0,10.0,65.0,67.0,0.0,9.0,646.0,1735.0,0.0,0.0,29.99,30.03,4.3,34.0,4.5
13,2013-11-07,61.0,27.0,44.0,10.0,17.0,33.0,21.0,0.0,646.0,1735.0,0.0,0.0,24.39,30.25,3.6,15.0,7.3
14,2013-11-07,66.0,35.0,51.0,-1.0,34.0,42.0,14.0,0.0,658.0,1730.0,0.0,0.0,28.99,30.39,3.5,25.0,4.6
15,2013-11-07,60.0,38.0,49.0,8.0,44.0,48.0,16.0,0.0,628.0,1631.0,0.0,0.06,29.42,29.79,4.2,28.0,7.1
16,2013-11-07,67.0,41.0,54.0,8.0,49.0,52.0,11.0,0.0,628.0,1631.0,0.0,0.22,29.7,29.78,7.2,25.0,9.9
17,2013-11-07,67.0,31.0,49.0,8.0,37.0,42.0,16.0,0.0,628.0,1631.0,0.0,0.0,29.72,30.4,0.1,36.0,0.8
18,2013-11-07,65.0,40.0,53.0,-7.0,39.0,47.0,12.0,0.0,650.0,1732.0,0.0,0.0,29.9,30.41,1.9,36.0,2.7
19,2013-11-07,43.0,34.0,53.0,-7.0,28.0,34.0,12.0,0.0,633.0,1637.0,0.0,0.0,29.44,30.41,8.1,28.0,8.3
20,2013-11-07,63.0,38.0,51.0,-7.0,39.0,46.0,14.0,0.0,633.0,1637.0,0.0,0.0,29.7,30.41,3.5,33.0,4.2
1,2013-11-08,49.0,33.0,41.0,-7.0,24.0,34.0,24.0,0.0,633.0,1637.0,0.0,0.01,29.75,29.94,9.3,27.0,9.8
2,2013-11-08,44.0,29.0,37.0,-5.0,23.0,31.0,28.0,0.0,629.0,1633.0,0.0,0.01,28.81,29.95,12.1,28.0,12.6
3,2013-11-08,68.0,41.0,55.0,2.0,33.0,45.0,10.0,0.0,653.0,1721.0,0.0,0.0,29.41,30.17,14.0,18.0,14.3
4,2013-11-08,66.0,50.0,58.0,-6.0,40.0,49.0,7.0,0.0,651.0,1739.0,0.0,0.0,29.56,30.29,1.7,13.0,2.8
5,2013-11-08,66.0,50.0,58.0,-6.0,25.0,49.0,7.0,0.0,626.0,1630.0,0.0,0.0,29.56,29.95,13.6,29.0,2.8
6,2013-11-08,66.0,49.0,58.0,-3.0,42.0,50.0,7.0,0.0,650.0,1739.0,0.0,0.0,29.72,30.28,3.0,12.0,4.2
7,2013-11-08,67.0,45.0,56.0,-3.0,31.0,43.0,9.0,0.0,650.0,1739.0,0.0,0.0,28.74,30.15,19.7,19.0,20.0
8,2013-11-08,67.0,49.0,58.0,-3.0,47.0,52.0,7.0,0.0,650.0,1739.0,0.0,0.0,29.93,30.15,2.2,12.0,2.2
9,2013-11-08,46.0,23.0,35.0,-3.0,28.0,33.0,30.0,0.0,650.0,1739.0,0.0,0.0,29.11,29.95,9.2,15.0,10.3
10,2013-11-08,71.0,54.0,63.0,-3.0,48.0,55.0,2.0,0.0,646.0,1735.0,0.0,0.0,30.11,30.16,14.6,1.0,16.2
11,2013-11-08,67.0,48.0,58.0,-6.0,46.0,51.0,7.0,0.0,647.0,1734.0,0.0,0.0,30.11,30.18,10.1,2.0,11.2
12,2013-11-08,71.0,53.0,62.0,-6.0,49.0,55.0,3.0,0.0,647.0,1734.0,0.0,0.0,30.1,30.17,9.9,2.0,11.6
13,2013-11-08,65.0,38.0,52.0,-6.0,17.0,37.0,13.0,0.0,647.0,1734.0,0.0,0.0,24.13,29.84,5.7,18.0,10.0
14,2013-11-08,67.0,40.0,54.0,2.0,33.0,44.0,11.0,0.0,659.0,1730.0,0.0,0.0,28.74,30.16,16.9,19.0,17.1
15,2013-11-08,47.0,25.0,36.0,-4.0,25.0,32.0,29.0,0.0,630.0,1630.0,0.0,0.02,29.51,29.92,7.1,29.0,8.0
16,2013-11-08,49.0,34.0,42.0,-4.0,26.0,34.0,23.0,0.0,630.0,1630.0,0.0,0.02,29.51,29.92,8.0,29.0,8.0
17,2013-11-08,68.0,36.0,52.0,-4.0,35.0,45.0,13.0,0.0,630.0,1630.0,0.0,0.02,29.49,30.21,8.3,19.0,8.4
18,2013-11-08,69.0,44.0,57.0,-2.0,39.0,48.0,8.0,0.0,651.0,1731.0,0.0,0.02,29.72,30.27,5.8,18.0,6.0
19,2013-11-08,47.0,26.0,37.0,-5.0,29.0,35.0,28.0,0.0,635.0,1636.0,0.0,0.0,29.37,30.18,6.5,19.0,8.6
20,2013-11-08,65.0,42.0,54.0,-5.0,40.0,47.0,11.0,0.0,635.0,1636.0,0.0,0.0,29.52,30.26,3.4,18.0,4.6
1,2013-11-09,45.0,32.0,39.0,-5.0,20.0,33.0,26.0,0.0,635.0,1636.0,0.0,0.0,29.97,30.14,6.0,26.0,7.3
2,2013-11-09,40.0,27.0,34.0,-8.0,22.0,30.0,31.0,0.0,630.0,1632.0,0.0,0.0,29.02,30.14,8.2,26.0,9.3
3,2013-11-09,68.0,47.0,58.0,6.0,40.0,49.0,7.0,0.0,654.0,1720.0,0.0,0.0,29.44,30.15,7.1,16.0,8.0
4,2013-11-09,70.0,54.0,62.0,-2.0,51.0,56.0,3.0,0.0,652.0,1738.0,0.0,0.0,29.46,30.17,2.2,13.0,3.7
5,2013-11-09,70.0,54.0,62.0,-2.0,22.0,56.0,3.0,0.0,627.0,1629.0,0.0,0.0,29.46,30.15,10.5,26.0,3.7
6,2013-11-09,71.0,54.0,63.0,2.0,53.0,56.0,2.0,0.0,651.0,1738.0,0.0,0.03,29.62,30.16,2.7,15.0,3.2
7,2013-11-09,67.0,47.0,57.0,2.0,40.0,48.0,8.0,0.0,651.0,1738.0,0.0,0.0,28.75,30.12,8.7,17.0,10.3
8,2013-11-09,72.0,57.0,65.0,2.0,56.0,59.0,0.0,0.0,651.0,1738.0,0.0,0.0,29.8,30.12,1.6,13.0,1.6
9,2013-11-09,46.0,37.0,42.0,2.0,30.0,36.0,23.0,0.0,651.0,1738.0,0.0,0.0,29.21,29.96,18.3,29.0,18.5
10,2013-11-09,76.0,57.0,67.0,2.0,57.0,61.0,0.0,2.0,647.0,1734.0,0.0,0.0,30.18,30.2,8.9,2.0,10.3
11,2013-11-09,74.0,49.0,62.0,-2.0,55.0,57.0,3.0,0.0,648.0,1734.0,0.0,0.0,30.18,30.22,6.9,3.0,7.4
12,2013-11-09,76.0,59.0,68.0,-2.0,57.0,62.0,0.0,3.0,648.0,1734.0,0.0,0.0,30.17,30.21,7.3,4.0,7.9
13,2013-11-09,64.0,35.0,50.0,-2.0,23.0,36.0,15.0,0.0,648.0,1734.0,0.0,0.0,24.34,30.12,1.9,19.0,4.3
14,2013-11-09,68.0,46.0,57.0,6.0,42.0,49.0,8.0,0.0,660.0,1729.0,0.0,0.0,28.74,30.12,8.1,16.0,9.5
15,2013-11-09,43.0,31.0,37.0,-3.0,21.0,31.0,28.0,0.0,631.0,1629.0,0.0,0.0,29.72,30.11,4.6,28.0,6.1
16,2013-11-09,45.0,31.0,38.0,-3.0,21.0,33.0,27.0,0.0,631.0,1629.0,0.0,0.0,29.99,30.11,6.9,27.0,8.9
17,2013-11-09,69.0,45.0,57.0,-3.0,42.0,49.0,8.0,0.0,631.0,1629.0,0.0,0.0,29.5,30.19,4.5,18.0,4.7
18,2013-11-09,71.0,57.0,64.0,5.0,46.0,53.0,1.0,0.0,652.0,1730.0,0.0,0.0,29.64,30.16,11.3,15.0,11.7
19,2013-11-09,55.0,42.0,49.0,8.0,34.0,42.0,16.0,0.0,636.0,1635.0,0.0,0.0,29.14,29.89,14.8,26.0,17.0
20,2013-11-09,70.0,55.0,63.0,8.0,47.0,53.0,2.0,0.0,636.0,1635.0,0.0,0.0,29.44,30.16,7.5,15.0,7.7
1,2013-11-10,54.0,41.0,48.0,8.0,33.0,41.0,17.0,0.0,636.0,1635.0,0.0,0.05,29.7,29.84,5.7,25.0,6.6
2,2013-11-10,50.0,38.0,44.0,2.0,33.0,38.0,21.0,0.0,632.0,1631.0,0.0,0.02,28.76,29.84,12.8,26.0,13.8
3,2013-11-10,68.0,45.0,57.0,5.0,43.0,50.0,8.0,0.0,655.0,1720.0,0.0,0.0,29.55,30.28,1.9,16.0,2.5
4,2013-11-10,71.0,60.0,66.0,3.0,54.0,59.0,0.0,1.0,652.0,1737.0,0.0,0.0,29.55,30.24,0.7,7.0,1.4
5,2013-11-10,71.0,60.0,66.0,3.0,35.0,59.0,0.0,1.0,628.0,1628.0,0.0,0.0,29.55,29.86,10.4,23.0,1.4
6,2013-11-10,69.0,61.0,65.0,4.0,56.0,59.0,0.0,0.0,652.0,1737.0,0.0,0.0,29.72,30.24,1.9,6.0,2.1
7,2013-11-10,64.0,50.0,57.0,4.0,45.0,50.0,8.0,0.0,652.0,1737.0,0.0,0.0,28.89,30.27,4.7,16.0,4.9
8,2013-11-10,73.0,56.0,65.0,4.0,55.0,59.0,0.0,0.0,652.0,1737.0,0.0,0.0,29.88,30.27,0.9,6.0,1.4
9,2013-11-10,44.0,32.0,38.0,4.0,28.0,35.0,27.0,0.0,652.0,1737.0,0.0,0.0,29.45,30.23,5.1,27.0,7.7
10,2013-11-10,77.0,62.0,70.0,4.0,60.0,63.0,0.0,5.0,648.0,1733.0,0.0,0.0,30.14,30.17,6.0,1.0,6.9
11,2013-11-10,77.0,54.0,66.0,2.0,58.0,60.0,0.0,1.0,648.0,1733.0,0.0,0.0,30.14,30.18,3.1,1.0,3.7
12,2013-11-10,76.0,59.0,68.0,2.0,60.0,62.0,0.0,3.0,648.0,1733.0,0.0,0.0,30.14,30.18,4.7,3.0,5.3
13,2013-11-10,66.0,30.0,48.0,2.0,21.0,36.0,17.0,0.0,648.0,1733.0,0.0,0.0,24.39,30.19,3.1,17.0,4.8
14,2013-11-10,65.0,48.0,57.0,6.0,47.0,51.0,8.0,0.0,701.0,1728.0,0.0,0.0,28.88,30.26,5.3,15.0,5.6
15,2013-11-10,46.0,31.0,39.0,-1.0,34.0,36.0,26.0,0.0,632.0,1627.0,0.0,0.06,29.46,29.83,1.6,28.0,2.1
16,2013-11-10,55.0,41.0,48.0,-1.0,35.0,42.0,17.0,0.0,632.0,1627.0,0.0,0.07,29.72,29.81,6.5,24.0,8.4
17,2013-11-10,69.0,46.0,58.0,-1.0,46.0,51.0,7.0,0.0,632.0,1627.0,0.0,0.0,29.62,30.32,0.3,15.0,0.6
18,2013-11-10,65.0,51.0,58.0,0.0,46.0,52.0,7.0,0.0,653.0,1730.0,0.0,0.0,29.76,30.27,3.1,11.0,3.3
19,2013-11-10,49.0,39.0,44.0,3.0,27.0,37.0,21.0,0.0,637.0,1634.0,0.0,0.0,29.47,30.21,9.3,28.0,11.4
20,2013-11-10,64.0,50.0,57.0,3.0,46.0,51.0,8.0,0.0,637.0,1634.0,0.0,0.0,29.56,30.28,3.3,11.0,3.5
1,2013-11-11,52.0,40.0,46.0,3.0,24.0,37.0,19.0,0.0,637.0,1634.0,0.0,0.0,29.81,29.99,8.0,25.0,10.0
2,2013-11-11,47.0,35.0,41.0,0.0,24.0,35.0,24.0,0.0,633.0,1630.0,0.0,0.0,28.88,30.0,13.2,26.0,14.5
3,2013-11-11,71.0,43.0,57.0,6.0,46.0,51.0,8.0,0.0,656.0,1719.0,0.0,0.0,29.54,30.24,2.3,36.0,10.6
4,2013-11-11,77.0,53.0,65.0,2.0,52.0,57.0,0.0,0.0,653.0,1737.0,0.0,0.0,29.52,30.22,0.8,6.0,1.2
5,2013-11-11,77.0,53.0,65.0,2.0,26.0,57.0,0.0,0.0,630.0,1627.0,0.0,0.0,29.52,30.01,11.9,26.0,1.2
6,2013-11-11,75.0,49.0,62.0,2.0,52.0,56.0,3.0,0.0,653.0,1737.0,0.0,0.0,29.69,30.21,1.3,5.0,1.6
7,2013-11-11,71.0,41.0,56.0,2.0,48.0,52.0,9.0,0.0,653.0,1737.0,0.0,0.0,28.89,30.24,3.0,28.0,14.0
8,2013-11-11,75.0,53.0,64.0,2.0,52.0,57.0,1.0,0.0,653.0,1737.0,0.0,0.0,29.85,30.24,0.2,2.0,0.4
9,2013-11-11,40.0,15.0,28.0,2.0,12.0,21.0,37.0,0.0,653.0,1737.0,0.0,0.0,29.75,30.48,13.8,34.0,14.4
10,2013-11-11,77.0,60.0,69.0,2.0,58.0,62.0,0.0,4.0,649.0,1733.0,0.0,0.0,30.14,30.16,6.8,2.0,7.8
11,2013-11-11,75.0,51.0,63.0,0.0,56.0,59.0,2.0,0.0,649.0,1732.0,0.0,0.0,30.13,30.17,4.1,6.0,4.3
12,2013-11-11,76.0,56.0,66.0,0.0,58.0,61.0,0.0,1.0,649.0,1732.0,0.0,0.0,30.12,30.17,4.6,4.0,5.0
13,2013-11-11,65.0,29.0,47.0,0.0,22.0,33.0,18.0,0.0,649.0,1732.0,0.0,0.0,24.53,30.35,0.2,14.0,5.8
14,2013-11-11,73.0,43.0,58.0,7.0,50.0,53.0,7.0,0.0,702.0,1727.0,0.0,0.0,28.87,30.24,2.7,30.0,12.1
15,2013-11-11,50.0,37.0,44.0,5.0,25.0,35.0,21.0,0.0,633.0,1626.0,0.0,0.0,29.57,29.97,6.0,27.0,8.3
16,2013-11-11,51.0,39.0,45.0,5.0,25.0,38.0,20.0,0.0,633.0,1626.0,0.0,0.0,29.83,29.96,8.5,27.0,10.2
17,2013-11-11,73.0,44.0,59.0,5.0,48.0,52.0,6.0,0.0,633.0,1626.0,0.0,0.0,29.6,30.28,2.0,36.0,5.2
18,2013-11-11,74.0,47.0,61.0,3.0,48.0,54.0,4.0,0.0,654.0,1729.0,0.0,0.0,29.71,30.23,0.8,15.0,1.8
19,2013-11-11,46.0,25.0,36.0,-4.0,24.0,31.0,29.0,0.0,638.0,1633.0,1.2,0.23,29.52,30.26,8.9,33.0,11.8
20,2013-11-11,74.0,47.0,61.0,-4.0,49.0,54.0,4.0,0.0,638.0,1633.0,0.0,0.0,29.52,30.23,1.0,14.0,1.5
1,2013-11-12,50.0,27.0,39.0,-4.0,20.0,30.0,26.0,0.0,638.0,1633.0,0.0,0.07,29.87,30.07,7.8,30.0,9.4
2,2013-11-12,46.0,23.0,35.0,-6.0,22.0,28.0,30.0,0.0,634.0,1629.0,0.5,0.07,28.9,30.05,13.4,30.0,14.7
3,2013-11-12,43.0,24.0,34.0,-17.0,18.0,29.0,31.0,0.0,657.0,1718.0,0.0,0.0,29.99,30.71,13.1,36.0,13.4
4,2013-11-12,61.0,44.0,53.0,-9.0,42.0,49.0,12.0,0.0,654.0,1736.0,0.0,0.0,29.8,30.47,6.9,36.0,7.5
5,2013-11-12,61.0,44.0,53.0,-9.0,24.0,49.0,12.0,0.0,631.0,1626.0,0.0,0.0,29.8,30.06,12.6,30.0,7.5
6,2013-11-12,60.0,43.0,52.0,-8.0,43.0,49.0,13.0,0.0,654.0,1736.0,0.0,0.0,29.96,30.46,13.7,36.0,13.8
7,2013-11-12,41.0,25.0,33.0,-8.0,15.0,28.0,32.0,0.0,654.0,1736.0,0.0,0.0,29.31,30.71,14.2,1.0,14.3
8,2013-11-12,65.0,48.0,33.0,-8.0,48.0,52.0,32.0,0.0,654.0,1736.0,0.0,0.0,30.06,30.71,7.8,36.0,7.7
9,2013-11-12,28.0,13.0,21.0,-8.0,9.0,17.0,44.0,0.0,654.0,1736.0,0.0,0.0,29.87,30.69,3.8,26.0,6.9
10,2013-11-12,76.0,62.0,69.0,-8.0,57.0,62.0,0.0,4.0,650.0,1732.0,0.0,0.0,30.07,30.1,7.5,35.0,8.3
11,2013-11-12,74.0,59.0,67.0,4.0,57.0,60.0,0.0,2.0,650.0,1732.0,0.0,0.0,30.06,30.11,4.7,33.0,4.6
12,2013-11-12,76.0,61.0,69.0,4.0,57.0,62.0,0.0,4.0,650.0,1732.0,0.0,0.0,30.06,30.11,5.4,33.0,5.9
13,2013-11-12,61.0,29.0,45.0,4.0,25.0,35.0,20.0,0.0,650.0,1732.0,0.0,0.0,24.62,30.54,5.7,18.0,7.1
14,2013-11-12,43.0,29.0,36.0,-14.0,16.0,30.0,29.0,0.0,703.0,1726.0,0.0,0.0,29.28,30.69,15.6,1.0,15.7
15,2013-11-12,43.0,26.0,35.0,-4.0,18.0,27.0,30.0,0.0,635.0,1625.0,0.0,0.0,29.64,30.06,9.9,32.0,10.7
16,2013-11-12,49.0,26.0,38.0,-4.0,23.0,31.0,27.0,0.0,635.0,1625.0,0.0,0.08,29.88,30.03,8.6,30.0,10.0
17,2013-11-12,44.0,25.0,35.0,-4.0,20.0,30.0,30.0,0.0,635.0,1625.0,0.0,0.0,30.06,30.73,9.3,1.0,9.4
18,2013-11-12,63.0,38.0,51.0,-6.0,30.0,42.0,14.0,0.0,655.0,1728.0,0.0,0.0,30.06,30.55,14.5,36.0,14.8
19,2013-11-12,32.0,22.0,27.0,-13.0,14.0,23.0,38.0,0.0,640.0,1631.0,0.0,0.0,29.84,30.62,9.8,30.0,10.6
20,2013-11-12,62.0,35.0,49.0,-13.0,32.0,42.0,16.0,0.0,640.0,1631.0,0.0,0.0,29.85,30.54,13.1,36.0,13.4
1,2013-11-13,36.0,24.0,30.0,-13.0,11.0,24.0,35.0,0.0,640.0,1631.0,0.0,0.0,30.06,30.24,6.5,28.0,7.8
2,2013-11-13,32.0,20.0,26.0,-15.0,11.0,21.0,39.0,0.0,635.0,1628.0,0.0,0.0,29.08,30.23,12.3,28.0,13.2
3,2013-11-13,52.0,21.0,37.0,-14.0,19.0,31.0,28.0,0.0,658.0,1717.0,0.0,0.0,29.73,30.53,7.5,18.0,8.2
4,2013-11-13,57.0,34.0,46.0,-16.0,25.0,37.0,19.0,0.0,655.0,1736.0,0.0,0.0,29.81,30.56,1.6,1.0,3.9
5,2013-11-13,57.0,34.0,46.0,-16.0,13.0,37.0,19.0,0.0,632.0,1625.0,0.0,0.0,29.81,30.24,12.2,29.0,3.9
6,2013-11-13,55.0,31.0,43.0,-16.0,27.0,36.0,22.0,0.0,654.0,1736.0,0.0,0.0,29.98,30.55,6.9,2.0,7.3
7,2013-11-13,51.0,19.0,35.0,-16.0,16.0,30.0,30.0,0.0,654.0,1736.0,0.0,0.0,29.05,30.52,10.8,19.0,11.1
8,2013-11-13,56.0,36.0,46.0,-16.0,33.0,40.0,19.0,0.0,654.0,1736.0,0.0,0.0,30.17,30.52,3.5,1.0,4.1
9,2013-11-13,50.0,19.0,35.0,-16.0,23.0,31.0,30.0,0.0,654.0,1736.0,0.0,0.0,29.26,30.12,7.5,18.0,8.1
10,2013-11-13,62.0,47.0,55.0,-16.0,39.0,46.0,10.0,0.0,650.0,1732.0,0.0,0.0,30.31,30.36,21.5,1.0,21.9
11,2013-11-13,59.0,40.0,50.0,-12.0,35.0,42.0,15.0,0.0,651.0,1731.0,0.0,0.0,30.32,30.38,14.0,2.0,14.6
12,2013-11-13,61.0,48.0,55.0,-12.0,39.0,46.0,10.0,0.0,651.0,1731.0,0.0,0.0,30.29,30.37,14.2,3.0,14.7
